repo,username,type,name,timestamp,additions,deletions,total,message,userURL,repoURL
protein-details-fetcher,Tobias-Ternent,1,Tobias-Ternent,2017-04-25T13:31:26Z,0,5,5,Removed TravisCI.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,Tobias-Ternent,1,Tobias-Ternent,2017-04-25T13:28:09Z,4,3,7,Moved properties up.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,Tobias-Ternent,1,Tobias-Ternent,2017-04-25T13:27:36Z,1,4,5,Now only builds to Java 8.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,Tobias-Ternent,1,Tobias-Ternent,2017-04-25T12:18:20Z,761,1218,1979,"Removed deprecated use of IPI and GI accessions, cleaned up whitespace, some logic, general warnings, formatting, excessive comments, useful variable names, unused imports.",https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,Tobias-Ternent,1,Tobias-Ternent,2017-04-25T12:16:29Z,15,101,116,Updated SCM to use HTTPS.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,mbdebian,1,Manuel Bernal Llinares,2017-02-03T11:44:02Z,2,2,4,SCM section updated to support GitHub 2FA,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,mbdebian,1,Manuel Bernal Llinares,2017-02-03T11:43:17Z,0,27,27,repositories and distrbution management set to parent POM configuration,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,mbdebian,1,Manuel Bernal Llinares,2017-02-03T11:42:32Z,1,1,2,jdom dependency version updated,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,mbdebian,1,Manuel Bernal Llinares,2017-02-03T11:41:19Z,28,34,62,updated dependencies,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,mbdebian,1,Manuel Bernal Llinares,2017-02-03T11:36:46Z,0,31,31,plugin section cleaned,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,mbdebian,1,Manuel Bernal Llinares,2017-02-03T11:28:42Z,0,4,4,organization information removed,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,mbdebian,1,Manuel Bernal Llinares,2017-02-03T11:27:47Z,21,8,29,Developers information updated,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,mbdebian,1,Manuel Bernal Llinares,2017-02-03T11:27:07Z,0,14,14,Removed IntelliJ .iml file,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,mbdebian,1,Manuel Bernal Llinares,2017-02-03T11:24:43Z,9,0,9,parent POM file added,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,ypriverol,1,Yasset Perez-Riverol,2016-12-19T16:09:26Z,266,263,529,some changes,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,ypriverol,1,Yasset Perez-Riverol,2016-12-19T16:06:34Z,0,9057,9057,some changes,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,ypriverol,1,Yasset Perez-Riverol,2016-12-19T16:06:05Z,9313,16,9329,some changes,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/protein-details-fetcher
protein-details-fetcher,Tobias-Ternent,1,Tobias-Ternent,2016-04-11T08:41:34Z,4,5,9,"Updated unit test, changes to NCBI replies.",https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/protein-details-fetcher
pride-jaxb,proteomics-developers,-1,proteomics-developers,2016-12-12T15:00:49Z,2,2,4,[maven-release-plugin] prepare for next development iteration,https://github.com/proteomics-developers,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,proteomics-developers,-1,proteomics-developers,2016-12-12T15:00:44Z,2,2,4,[maven-release-plugin] prepare release pride-jaxb-1.0.18,https://github.com/proteomics-developers,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,mbdebian,1,Manuel Bernal Llinares,2016-12-12T14:57:54Z,2,1,3,xxindex dependency version property,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,proteomics-developers,-1,proteomics-developers,2016-12-12T12:27:25Z,2,2,4,[maven-release-plugin] prepare for next development iteration,https://github.com/proteomics-developers,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,proteomics-developers,-1,proteomics-developers,2016-12-12T12:27:21Z,2,2,4,[maven-release-plugin] prepare release pride-jaxb-1.0.17,https://github.com/proteomics-developers,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,mbdebian,1,Manuel Bernal Llinares,2016-12-12T12:19:50Z,71,113,184,Maven rearchitecting of pride-jaxb and integration in Bamboo,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,Tobias-Ternent,1,Tobias-Ternent,2016-12-07T10:47:11Z,2,2,4,[maven-release-plugin] prepare for next development iteration,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,Tobias-Ternent,1,Tobias-Ternent,2016-12-07T10:47:06Z,2,2,4,[maven-release-plugin] prepare release pride-jaxb-1.0.16,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,Tobias-Ternent,1,Tobias-Ternent,2016-12-07T10:46:02Z,1,1,2,Incremented version number from failed release.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,Tobias-Ternent,1,Tobias-Ternent,2016-12-07T10:45:09Z,1,1,2,[maven-release-plugin] rollback the release of pride-jaxb-1.0.15,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,Tobias-Ternent,1,Tobias-Ternent,2016-12-07T10:43:53Z,2,2,4,[maven-release-plugin] prepare for next development iteration,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,Tobias-Ternent,1,Tobias-Ternent,2016-12-07T10:43:48Z,2,2,4,[maven-release-plugin] prepare release pride-jaxb-1.0.15,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,Tobias-Ternent,1,Tobias-Ternent,2016-12-07T10:30:27Z,2,2,4,[maven-release-plugin] rollback the release of pride-jaxb-1.0.15,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,Tobias-Ternent,1,Tobias-Ternent,2016-12-07T10:28:48Z,2,2,4,[maven-release-plugin] prepare release pride-jaxb-1.0.15,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,Tobias-Ternent,1,Tobias-Ternent,2016-12-07T10:27:50Z,0,32,32,Removed commented-out block.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,Tobias-Ternent,1,Tobias-Ternent,2016-12-07T10:26:56Z,1,1,2,Fixed typo.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,Tobias-Ternent,1,Tobias-Ternent,2016-12-07T10:16:12Z,4,0,4,"Enforcing UTF-8 encoding, otherwise 'mvn test' fails.",https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,Tobias-Ternent,1,Tobias-Ternent,2016-12-07T10:07:40Z,3,7,10,"Updated 'xxindex' dependency.
Removed old Intact Nexus.
Updated SCM section to use HTTPS.",https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,ypriverol,1,Yasset Perez-Riverol,2016-05-10T15:23:10Z,2,2,4,[maven-release-plugin] prepare for next development iteration,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,ypriverol,1,Yasset Perez-Riverol,2016-05-10T15:23:06Z,2,2,4,[maven-release-plugin] prepare release pride-jaxb-1.0.14,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,ypriverol,1,Yasset Perez-Riverol,2016-05-10T15:22:13Z,20,0,20,some changes,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,ypriverol,1,Yasset Perez-Riverol,2016-05-10T15:11:04Z,4,2,6,some changes in pom for the doc,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,ypriverol,1,Yasset Perez-Riverol,2016-05-10T15:08:09Z,3,239,242,some changes in the pom file,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,ypriverol,1,Yasset Perez-Riverol,2016-05-10T15:06:33Z,0,1,1,"Merge branch 'master' of https://github.com/PRIDE-Utilities/pride-jaxb
Merge version",https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,ypriverol,1,Yasset Perez-Riverol,2016-05-10T15:06:20Z,243,38,281,some changes in the files,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,ypriverol,1,Yasset Perez-Riverol,2016-05-10T15:06:00Z,7,0,7,some changes in the gitignore,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,ypriverol,1,Yasset Perez-Riverol,2015-09-22T16:23:36Z,0,1,1,Update of Travis,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,ypriverol,1,Yasset Perez-Riverol,2015-09-22T15:21:56Z,44,11,55,some changes to the pom file,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,ypriverol,1,Yasset Perez-Riverol,2015-03-31T20:59:18Z,1,0,1,README,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-jaxb
pride-jaxb,ypriverol,1,Yasset Perez-Riverol,2015-03-31T20:56:55Z,7,0,7,add travis,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-jaxb
jmzReader,Tobias-Ternent,1,Tobias Ternent,2017-04-03T18:34:11Z,1,1,2,1.3.12-SNAPSHOT developmental version mgf-parser.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,Tobias-Ternent,1,Tobias Ternent,2017-04-03T18:33:48Z,1,1,2,1.3.12-SNAPSHOT developmental version,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,Tobias-Ternent,1,Tobias Ternent,2017-04-03T18:31:29Z,1,1,2,Manual mgf-parser release.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,Tobias-Ternent,1,Tobias Ternent,2017-04-03T17:34:01Z,522,509,1031,"Handles MFS cases when a charge value is provided with m/z and intensity values.
Also tidied up the code formatting, whitespace, variable names, comments, added some Javadoc.",https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,mbdebian,1,Manuel Bernal Llinares,2017-03-01T15:23:15Z,0,5,5,organization information set by parent pom file,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,mbdebian,1,Manuel Bernal Llinares,2017-03-01T15:11:02Z,13,36,49,pride-wrapper submodule ported,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,mbdebian,1,Manuel Bernal Llinares,2017-03-01T15:01:38Z,11,31,42,pkl-parser submodule ported,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,mbdebian,1,Manuel Bernal Llinares,2017-03-01T14:59:07Z,1,1,2,org.jvnet.jaxb2.maven2-maven-jaxb2-plugin.version injection in mzdata-parser submodule,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,mbdebian,1,Manuel Bernal Llinares,2017-03-01T14:57:59Z,2,2,4,org.jvnet.jaxb2.maven2-maven-jaxb2-plugin.version property injection,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,mbdebian,1,Manuel Bernal Llinares,2017-03-01T14:55:01Z,2,0,2,org.jvnet.jaxb2.maven2-maven-jaxb2-plugin.version property,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,mbdebian,1,Manuel Bernal Llinares,2017-03-01T14:51:05Z,6,17,23,mzml-wrapper submodule ported,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,mbdebian,1,Manuel Bernal Llinares,2017-03-01T14:35:12Z,5,21,26,mzdata-parser submodule ported,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,mbdebian,1,Manuel Bernal Llinares,2017-03-01T14:23:53Z,3,18,21,ms2-parser submodule ported,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,mbdebian,1,Manuel Bernal Llinares,2017-03-01T14:08:45Z,2,16,18,mgs-parser submodule ported,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,mbdebian,1,Manuel Bernal Llinares,2017-03-01T14:05:02Z,59,119,178,jmzreader submodule ported,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,mbdebian,1,Manuel Bernal Llinares,2017-03-01T14:04:18Z,2,2,4,dta-parser point to dependency version via property,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,mbdebian,1,Manuel Bernal Llinares,2017-03-01T14:03:19Z,2,2,4,apl-parser use dependency version via property,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,mbdebian,1,Manuel Bernal Llinares,2017-03-01T14:01:16Z,12,0,12,dependencies version properties,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,mbdebian,1,Manuel Bernal Llinares,2017-03-01T13:05:26Z,0,15,15,jmzreader submodule ported,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,mbdebian,1,Manuel Bernal Llinares,2017-03-01T13:03:08Z,0,20,20,dta-parser submodule ported,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,mbdebian,1,Manuel Bernal Llinares,2017-03-01T13:00:35Z,0,14,14,information not needed removed from braf submodule,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,mbdebian,1,Manuel Bernal Llinares,2017-03-01T12:49:10Z,0,9,9,redundant licensing information removed,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,mbdebian,1,Manuel Bernal Llinares,2017-03-01T12:34:09Z,0,42,42,"repository and distribution management information removed, now set by the parent pom",https://github.com/mbdebian,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,mbdebian,1,Manuel Bernal Llinares,2017-03-01T12:32:40Z,0,8,8,removed explicit plugin repository information,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,mbdebian,1,Manuel Bernal Llinares,2017-03-01T12:27:23Z,0,38,38,plugin configuration updated,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,mbdebian,1,Manuel Bernal Llinares,2017-02-28T14:50:29Z,0,2,2,unused properties removed,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,mbdebian,1,Manuel Bernal Llinares,2017-02-28T14:18:25Z,30,23,53,pride-tdd and pride-logging dependencies with code fixing to use the new interface,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/jmzReader
jmzReader,mbdebian,1,Manuel Bernal Llinares,2017-02-28T14:06:54Z,10,0,10,Developer section updated,https://github.com/mbdebian,https://github.com/PRIDE-Utilities/jmzReader
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-05-28T11:37:17Z,42,5,47,some changes in the documentation,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-05-02T23:27:55Z,0,1,1,small change,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-05-02T23:25:59Z,1,0,1,small change,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-07T15:19:39Z,1333,1333,2666,minor changes in the documentation,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-07T14:58:18Z,606,606,1212,some changes in PRIDE Utilities documentation,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-07T08:57:59Z,0,0,0,documetation,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-05T11:38:26Z,967,887,1854,new changes to the javaDoc,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-03T11:02:11Z,0,0,0,wiki,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-02T00:44:32Z,4,4,8,another help,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-02T00:43:33Z,3,1,4,another help,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-02T00:16:07Z,1,1,2,another help,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-02T00:10:38Z,47953,2,47955,another help,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-02T00:04:31Z,85163,2,85165,javadocs,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-01T23:46:32Z,1,1,2,some changes,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-01T23:41:47Z,118146,0,118146,changes on javadoc,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-01T19:09:35Z,4,38,42,new Page of PRIDE Utilities,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-01T18:40:24Z,35,52,87,new Page of PRIDE Utilities,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-01T17:24:48Z,25,18,43,new Page of PRIDE Utilities,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-01T17:16:19Z,40,0,40,new Page of PRIDE Utilities,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-01T13:58:05Z,34,17,51,new Page of PRIDE Utilities,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-01T12:57:08Z,29,17,46,new Page of PRIDE Utilities,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-01T12:37:42Z,10,10,20,new Page of PRIDE Utilities,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-01T12:20:15Z,31,9,40,new Page of PRIDE Utilities,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-01T11:54:44Z,0,1,1,new Page of PRIDE Utilities,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-01T11:52:49Z,3,2,5,new Page of PRIDE Utilities,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-01T11:47:36Z,1,1,2,new Page of PRIDE Utilities,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-01T11:46:13Z,1,1,2,new Page of PRIDE Utilities,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-01T11:36:30Z,0,1,1,new Page of PRIDE Utilities,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-01T11:35:34Z,2,1,3,new Page of PRIDE Utilities,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
pride-utilities.github.io,ypriverol,1,Yasset Perez-Riverol,2015-04-01T11:03:04Z,2,2,4,new Page of PRIDE Utilities,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/pride-utilities.github.io
jmzml,Tobias-Ternent,1,Tobias-Ternent,2016-12-06T16:27:07Z,2,2,4,[maven-release-plugin] prepare for next development iteration,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/jmzml
jmzml,Tobias-Ternent,1,Tobias-Ternent,2016-12-06T16:27:01Z,2,2,4,[maven-release-plugin] prepare release jmzml-1.7.7,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/jmzml
jmzml,Tobias-Ternent,1,Tobias-Ternent,2016-12-06T16:21:22Z,2,2,4,Now building to JDK 1.7 instead of 1.6.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/jmzml
jmzml,Tobias-Ternent,1,Tobias-Ternent,2016-12-06T16:18:48Z,1,1,2,New XXindex version.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/jmzml
jmzml,Tobias-Ternent,1,Tobias-Ternent,2016-12-06T15:41:57Z,2,2,4,[maven-release-plugin] prepare for next development iteration,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/jmzml
jmzml,Tobias-Ternent,1,Tobias-Ternent,2016-12-06T15:41:52Z,2,2,4,[maven-release-plugin] prepare release jmzml-1.7.6,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/jmzml
jmzml,Tobias-Ternent,1,Tobias-Ternent,2016-12-06T15:40:49Z,0,251,251,Removing deleted files.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/jmzml
jmzml,Tobias-Ternent,1,Tobias-Ternent,2016-12-06T15:40:07Z,2,2,4,Using HTTPS in SCM section.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/jmzml
jmzml,Tobias-Ternent,1,Tobias-Ternent,2016-12-06T15:38:18Z,2,2,4,[maven-release-plugin] rollback the release of jmzml-1.7.6,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/jmzml
jmzml,Tobias-Ternent,1,Tobias-Ternent,2016-12-06T15:37:26Z,2,2,4,[maven-release-plugin] prepare release jmzml-1.7.6,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/jmzml
jmzml,Tobias-Ternent,1,Tobias-Ternent,2016-12-06T15:35:13Z,7,7,14,Unit test now pass.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/jmzml
jmzml,Tobias-Ternent,1,Tobias-Ternent,2016-12-06T14:38:08Z,0,4,4,Removed old Nexus repo.,https://github.com/Tobias-Ternent,https://github.com/PRIDE-Utilities/jmzml
jmzml,ypriverol,1,Yasset Perez-Riverol,2016-05-10T10:24:00Z,2,2,4,[maven-release-plugin] prepare for next development iteration,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/jmzml
jmzml,ypriverol,1,Yasset Perez-Riverol,2016-05-10T10:23:54Z,2,2,4,[maven-release-plugin] prepare release jmzml-1.7.5,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/jmzml
jmzml,ypriverol,1,Yasset Perez-Riverol,2016-05-10T10:22:25Z,3,3,6,some changes,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/jmzml
jmzml,ypriverol,1,Yasset Perez-Riverol,2016-05-10T10:21:16Z,2,1,3,soem changes in the gitignore,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/jmzml
jmzml,ypriverol,1,Yasset Perez-Riverol,2016-05-10T10:15:43Z,51,5,56,gitignore added,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/jmzml
jmzml,ypriverol,1,Yasset Perez-Riverol,2016-05-10T10:13:21Z,1,1,2,some changes in the pom file,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/jmzml
jmzml,ypriverol,1,Yasset Perez-Riverol,2016-05-10T10:12:18Z,42,42,84,some changes in the pom file,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/jmzml
jmzml,ypriverol,1,Yasset Perez-Riverol,2016-03-10T07:00:00Z,1,1,2,"Merge pull request #17 from gmlewis/patch-1

Upgrade Apache Commons Collections to v3.2.2",https://github.com/ypriverol,https://github.com/PRIDE-Utilities/jmzml
jmzml,gmlewis,-1,Glenn Lewis,2016-03-10T01:26:53Z,1,1,2,"Upgrade Apache Commons Collections to v3.2.2

Version 3.2.1 has a CVSS 10.0 vulnerability. That's the worst kind of
vulnerability that exists. By merely existing on the classpath, this
library causes the Java serialization parser for the entire JVM process
to go from being a state machine to a turing machine. A turing machine
with an exec() function!

https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-8103
https://commons.apache.org/proper/commons-collections/security-reports.html
http://foxglovesecurity.com/2015/11/06/what-do-weblogic-websphere-jboss-jenkins-opennms-and-your-application-have-in-common-this-vulnerability/",https://github.com/gmlewis,https://github.com/PRIDE-Utilities/jmzml
jmzml,ypriverol,1,Yasset Perez-Riverol,2016-01-29T20:28:07Z,2,2,4,[maven-release-plugin] prepare for next development iteration,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/jmzml
jmzml,ypriverol,1,Yasset Perez-Riverol,2016-01-29T20:28:01Z,3,4,7,[maven-release-plugin] prepare release jmzml-1.7.4,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/jmzml
jmzml,ypriverol,1,Yasset Perez-Riverol,2016-01-29T20:27:19Z,4,3,7,[maven-release-plugin] rollback the release of jmzml-1.7.4,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/jmzml
jmzml,ypriverol,1,Yasset Perez-Riverol,2016-01-29T19:59:35Z,3,4,7,[maven-release-plugin] prepare release jmzml-1.7.4,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/jmzml
jmzml,ypriverol,1,Yasset Perez-Riverol,2016-01-29T19:59:05Z,12,1,13,release plugin added,https://github.com/ypriverol,https://github.com/PRIDE-Utilities/jmzml
